sample_id,label,label_id,image_path,audio_path,image_raw_path
aluminum01,aluminum,0,data/fusiondata/img_jpg/aluminum01.jpg,data/fusiondata/audio/aluminum01.wav,data/fusiondata/img/aluminum01.heic
aluminum02,aluminum,0,data/fusiondata/img_jpg/aluminum02.jpg,data/fusiondata/audio/aluminum02.wav,data/fusiondata/img/aluminum02.heic
aluminum03,aluminum,0,data/fusiondata/img_jpg/aluminum03.jpg,data/fusiondata/audio/aluminum03.wav,data/fusiondata/img/aluminum03.heic
aluminum05,aluminum,0,data/fusiondata/img_jpg/aluminum05.jpg,data/fusiondata/audio/aluminum05.wav,data/fusiondata/img/aluminum05.heic
aluminum06,aluminum,0,data/fusiondata/img_jpg/aluminum06.jpg,data/fusiondata/audio/aluminum06.wav,data/fusiondata/img/aluminum06.heic
aluminum07,aluminum,0,data/fusiondata/img_jpg/aluminum07.jpg,data/fusiondata/audio/aluminum07.wav,data/fusiondata/img/aluminum07.heic
aluminum08,aluminum,0,data/fusiondata/img_jpg/aluminum08.jpg,data/fusiondata/audio/aluminum08.wav,data/fusiondata/img/aluminum08.heic
aluminum09,aluminum,0,data/fusiondata/img_jpg/aluminum09.jpg,data/fusiondata/audio/aluminum09.wav,data/fusiondata/img/aluminum09.heic
aluminum10,aluminum,0,data/fusiondata/img_jpg/aluminum10.jpg,data/fusiondata/audio/aluminum10.wav,data/fusiondata/img/aluminum10.heic
aluminum11,aluminum,0,data/fusiondata/img_jpg/aluminum11.jpg,data/fusiondata/audio/aluminum11.wav,data/fusiondata/img/aluminum11.heic
aluminum12,aluminum,0,data/fusiondata/img_jpg/aluminum12.jpg,data/fusiondata/audio/aluminum12.wav,data/fusiondata/img/aluminum12.heic
aluminum13,aluminum,0,data/fusiondata/img_jpg/aluminum13.jpg,data/fusiondata/audio/aluminum13.wav,data/fusiondata/img/aluminum13.heic
aluminum15,aluminum,0,data/fusiondata/img_jpg/aluminum15.jpg,data/fusiondata/audio/aluminum15.wav,data/fusiondata/img/aluminum15.heic
aluminum16,aluminum,0,data/fusiondata/img_jpg/aluminum16.jpg,data/fusiondata/audio/aluminum16.wav,data/fusiondata/img/aluminum16.heic
aluminum19,aluminum,0,data/fusiondata/img_jpg/aluminum19.jpg,data/fusiondata/audio/aluminum19.wav,data/fusiondata/img/aluminum19.heic
